Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
BitMeme USD,BTM27291-USD,2023-09-25,0.0026000787038356,0.0026008517015725,0.0025989899877458,0.0025998961646109,0.0025998961646109,0
BitMeme USD,BTM27291-USD,2023-10-01,0.005001292563974857,0.005011359229683876,0.004999032709747553,0.005000044591724873,0.005000044591724873,2
