Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Snek USD,SNEK25264-USD,2023-09-14,0.0001762853498803,0.0001781185419531,0.0001711425284156,0.0001769819064065,0.0001769819064065,384839
Snek USD,SNEK25264-USD,2023-09-15,0.0001780005986802,0.0001786357897799,0.0001763254986144,0.0001784461492206,0.0001784461492206,443715
Snek USD,SNEK25264-USD,2023-09-16,0.00017578243569,0.000190473976545,0.0001756742130964,0.0001903560187201,0.0001903560187201,441128
Snek USD,SNEK25264-USD,2023-09-17,0.0001906766556203,0.000205840304261,0.0001834944268921,0.0001933179300976,0.0001933179300976,699474
Snek USD,SNEK25264-USD,2023-09-18,0.0001932314626174,0.0002053785283351,0.0001884431403595,0.000195127344341,0.000195127344341,563700
Snek USD,SNEK25264-USD,2023-09-19,0.0001952474704012,0.0001967393764061,0.0001888372935354,0.0001910732098622,0.0001910732098622,501972
Snek USD,SNEK25264-USD,2023-09-20,0.0001908526028273,0.0001911045110318,0.0001809553359635,0.0001831787085393,0.0001831787085393,436131
Snek USD,SNEK25264-USD,2023-09-21,0.0001833971473388,0.0001845062652137,0.0001786226930562,0.0001793666742742,0.0001793666742742,395326
Snek USD,SNEK25264-USD,2023-09-24,0.0002104871673509,0.0002104871673509,0.0002060524420812,0.0002075555676128,0.0002075555676128,512227
Snek USD,SNEK25264-USD,2023-09-25,0.0002195194829255,0.000219711830141,0.0002021830732701,0.0002042720007011,0.0002042720007011,556586
Snek USD,SNEK25264-USD,2023-09-26,0.000202904411708,0.000212953731534,0.0001974682381842,0.0002070639166049,0.0002070639166049,541153
Snek USD,SNEK25264-USD,2023-09-27,0.0002086671447614,0.0002136132388841,0.0001994451304199,0.0002053988719126,0.0002053988719126,496824
Snek USD,SNEK25264-USD,2023-09-28,0.0002054144424619,0.0002069912297884,0.0002025307767326,0.0002035119250649,0.0002035119250649,426065
Snek USD,SNEK25264-USD,2023-09-29,0.0002029207971645,0.0002034391800407,0.0001893900334835,0.0001894691667985,0.0001894691667985,554762
Snek USD,SNEK25264-USD,2023-09-30,0.0001913932937895,0.0001943965908139,0.0001839560718508,0.0001913955202326,0.0001913955202326,424772
Snek USD,SNEK25264-USD,2023-10-01,0.0001917284680530429,0.00019887881353497505,0.00018563203047960997,0.00019499602785799652,0.00019499602785799652,515733
