Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
First Digital USD USD,FDUSD-USD,2023-09-14,0.9999678134918212,1.0003938674926758,0.9995408058166504,0.9999939203262328,0.9999939203262328,499550944
First Digital USD USD,FDUSD-USD,2023-09-15,0.9999170899391174,1.0002763271331787,0.9996159672737122,0.9999545812606812,0.9999545812606812,449269632
First Digital USD USD,FDUSD-USD,2023-09-16,0.9998583197593688,1.0005401372909546,0.9996744990348816,0.9999557733535768,0.9999557733535768,210134336
First Digital USD USD,FDUSD-USD,2023-09-17,0.9998464584350586,1.0004655122756958,0.9997501969337464,0.9999696612358092,0.9999696612358092,165595536
First Digital USD USD,FDUSD-USD,2023-09-18,0.999994695186615,1.0003690719604492,0.9996450543403624,0.9999549388885498,0.9999549388885498,691946048
First Digital USD USD,FDUSD-USD,2023-09-19,0.999837338924408,1.0008777379989624,0.9997405409812928,1.000149488449097,1.000149488449097,699837824
First Digital USD USD,FDUSD-USD,2023-09-20,1.000158190727234,1.0003941059112549,0.9996601939201356,1.0001516342163086,1.0001516342163086,720753152
First Digital USD USD,FDUSD-USD,2023-09-21,1.0001094341278076,1.000756025314331,0.9994392395019532,0.9997650384902954,0.9997650384902954,651232192
First Digital USD USD,FDUSD-USD,2023-09-24,0.999639630317688,0.9998294115066528,0.9995496273040771,0.9996222853660583,0.9996222853660583,185923904
First Digital USD USD,FDUSD-USD,2023-09-25,0.9996902346611024,1.0002868175506592,0.999107301235199,0.9994479417800904,0.9994479417800904,879285952
First Digital USD USD,FDUSD-USD,2023-09-26,0.9994824528694152,1.0001492500305176,0.9991423487663268,0.9993304014205932,0.9993304014205932,580080640
First Digital USD USD,FDUSD-USD,2023-09-27,0.9991695284843444,1.000232815742493,0.9985831379890442,0.9993296265602112,0.9993296265602112,960482112
First Digital USD USD,FDUSD-USD,2023-09-28,0.9992210268974304,1.0001875162124634,0.9989126324653624,0.9997095465660096,0.9997095465660096,1215325184
First Digital USD USD,FDUSD-USD,2023-09-29,0.9996490478515624,1.0000572204589844,0.9991430044174194,0.9995104074478148,0.9995104074478148,939433920
First Digital USD USD,FDUSD-USD,2023-09-30,0.9994385242462158,0.999956488609314,0.9992996454238892,0.9998347759246826,0.9998347759246826,337315040
First Digital USD USD,FDUSD-USD,2023-10-01,0.9998224377632141,1.000033974647522,0.9992207884788513,0.9993337988853455,0.9993337988853455,597085760
