Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
OXBT USD,OXBT-USD,2023-09-14,0.0166254658252,0.0180574227124452,0.0163408424705266,0.0178743675351142,0.0178743675351142,85013
OXBT USD,OXBT-USD,2023-09-15,0.0165768172591924,0.0177924875169992,0.0163512341678142,0.016606468707323,0.016606468707323,79625
OXBT USD,OXBT-USD,2023-09-16,0.0155468340963125,0.0174415744841098,0.0150192715227603,0.0161791648715734,0.0161791648715734,54519
OXBT USD,OXBT-USD,2023-09-17,0.0154865169897675,0.0165890138596296,0.0146117517724633,0.0151609014719724,0.0151609014719724,76281
OXBT USD,OXBT-USD,2023-09-18,0.0147696863859891,0.0171950291842222,0.0145660080015659,0.0171950291842222,0.0171950291842222,88532
OXBT USD,OXBT-USD,2023-09-19,0.0161332674324512,0.0170634239912033,0.0148360822349786,0.0159043055027723,0.0159043055027723,75539
OXBT USD,OXBT-USD,2023-09-20,0.0156304109841585,0.0171831436455249,0.0120613751932978,0.0123526202514767,0.0123526202514767,81508
OXBT USD,OXBT-USD,2023-09-21,0.012378497980535,0.0163574554026126,0.0118948649615049,0.0153908533975481,0.0153908533975481,76999
OXBT USD,OXBT-USD,2023-09-24,0.0152650149539113,0.015930987894535,0.0146532738581299,0.0155446920543909,0.0155446920543909,80667
OXBT USD,OXBT-USD,2023-09-25,0.0157020427286624,0.0162555240094661,0.0144437449052929,0.0152288367971777,0.0152288367971777,79424
OXBT USD,OXBT-USD,2023-09-26,0.0157650783658027,0.0162947047501802,0.0136194797232747,0.0146378995850682,0.0146378995850682,76646
OXBT USD,OXBT-USD,2023-09-27,0.014342738315463,0.0159837752580642,0.0140541829168796,0.0159617159515619,0.0159617159515619,54693
OXBT USD,OXBT-USD,2023-09-28,0.015960969030857,0.0162402801215648,0.0159163791686296,0.0159921795129776,0.0159921795129776,52601
OXBT USD,OXBT-USD,2023-09-29,0.0162414014339447,0.0162485856562852,0.014429516158998,0.0156716238707304,0.0156716238707304,53629
OXBT USD,OXBT-USD,2023-09-30,0.0161029007285833,0.0162460878491401,0.0144141977652907,0.0157760437577962,0.0157760437577962,53183
OXBT USD,OXBT-USD,2023-10-01,0.015714062377810478,0.016235433518886566,0.01442413404583931,0.015950480476021767,0.015950480476021767,52197
