Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Neutroswap USD,NEUTRO-USD,2023-09-21,0.004131413064897,0.004131413064897,0.004131413064897,0.004131413064897,0.004131413064897,7
Neutroswap USD,NEUTRO-USD,2023-10-01,0.003753507975488901,0.0037542949430644512,0.0036918704863637686,0.0036918967962265015,0.0036918967962265015,5
