Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Cyberstella USD,STL25389-USD,2023-09-25,0.0047261314466595,0.0047340784221887,0.0039576822891831,0.0046842712908983,0.0046842712908983,103722
Cyberstella USD,STL25389-USD,2023-10-01,0.0051347739063203335,0.005214890465140343,0.004888487514108419,0.0048923250287771225,0.0048923250287771225,103060
