Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Shiba Inu Farm USD,SHIBAF-USD,2023-09-25,1.2833128656963844e-11,1.2833128656963844e-11,8.716687961707326e-12,9.307557329030214e-12,9.307557329030214e-12,4
Shiba Inu Farm USD,SHIBAF-USD,2023-10-01,1.0891519457156829e-11,1.091682039905395e-11,9.937843950535985e-12,1.0171388037383267e-11,1.0171388037383267e-11,0
